site,day_of_month,month,year,text,species,count
Sale Water Park,30,March,2010,"Various small passerines around, only Great Tit, Dunnock and Robin identified. Probably other tits and some finches too. ",Great Tit,X
Sale Water Park,27,September,2009,"Long Tailed Tit flock (with some Blue/Great Tits too) ",Great Tit,X
Sale Water Park,31,March,2009,"plenty canada's, mallard, coot, moorhen, blackbirds, great tit, blue tit and long tail tits ",Great Tit,X
Sale Water Park,7,March,2009,"great tits ",Great Tit,X
Sale Water Park,20,November,2008,"Great Tit ",Great Tit,X
Fletcher Moss Park,9,April,2018,"Great Tit x8 ",Great Tit,8
Fletcher Moss Park,11,January,2018,"Great Tit -6 ",Great Tit,6
Fletcher Moss Park,1,November,2017,"Great Tit 10 ",Great Tit,10
Fletcher Moss Park,12,April,2017,"Great Tit 2 ",Great Tit,2
Fletcher Moss Park,4,December,2016," I had a nice walk around the woods 11.00-13.00 with my niece Grace, who is nine. In between prodding mud and icy puddles with sticks we saw 4 Teal, a Nuthatch, a Ring-necked Parakeet, a Grey Heron, a Great Tit, a Kestrel being chased by a Crow and a few Magpies. I also noticed a Treecreeper, Jay and Great Spotted Woodpecker but these were a bit less obvious for her to see. Some brilliant fungi in there too. Despite being typically busy with 'normals', birds were showing well and in bright sunshine it was a lovely way to spend a couple of hours. ",Great Tit,11
Fletcher Moss Park,20,February,2016,"The woods were busy with common birds, but only 1 Woodpecker seen, a female Great Spotted, but numerous Great Tits and at least 4 Nuthatch were contesting territory or partners or both.5 Ring-necked Parakeets were hanging about at the Boardwalk, we did wonder if they were preventing Great Spotted Woodpeckers from occupying the area, as you would normally expect to see at least 2 or 3 of those. Who knows? ",Great Tit,1
Fletcher Moss Park,31,January,2016," Fletcher Moss (Stenner Woods and Park only) Saturday 30th January Blue Tit, Great Tit, Coal Tit, on feeders in new wildlife garden. Robin, Wren Blackbirds nearby. From boardwalk, Jay, Treecreeper, Nuthatch, Goldfinches, Thrush, small flock of Redwings. No Parakeets seen, but heard in distance. Alan Hill ",Great Tit,30
Fletcher Moss Park,10,December,2015,"Walking back through Stenner Woods I picked up a nice Reed Bunting. What adaptable birds these seem to be. I saw one in a tree with a Yellowhammer in farm fields on Sunday, then today in woodland with Chaffinch and Great Tit. Neither of which is really what you think of as their core habitat, although to be fair in both cases some prime habitat was nearby. ",Great Tit,X
Fletcher Moss Park,16,March,2015,"Great Tit - at least 10 seen and others heard ",Great Tit,10
Fletcher Moss Park,15,March,2015,"Lots of Great Tit and Blue Tit ",Great Tit,X
Fletcher Moss Park,12,March,2015,"Great Tits - 3 ",Great Tit,3
Fletcher Moss Park,25,February,2015,"Great tit 2 ",Great Tit,2
Fletcher Moss Park,17,June,2013," A very enjoyable stroll round the woodland, hoping for a LSW ideally - no luck in that department, but lots of birdsong inc several Blackcap, Chiffchaff, Reed Bunting, Song Thrush, Blackbird, Chaffinch, Wren, and calling Great Spotted Woodpecker. A family party of fledged Great Tits. Fair bit of Knotweed and Himalayan Balsam coming through, nonetheless some cracking habbo, particulary liked the wet, mature willow woodland. So did the birds by the sound of it. ",Great Tit,X
Fletcher Moss Park,25,April,2013,"Blue and Great Tits ",Great Tit,X
Chorlton Water Park,25,September,2017," Morning Visit. Tawny Owl 1 Mute swan 2 adults 7 cygents Canada Geese 26 Cormorants 5 Ring necked parakeets 5 Nuthatch 2 Goldcrest 4 BH Gull 120 Coots 100 + Moorhen 30 + Jay 3 Blue Tit 9 Great Tit 11 Long tailed Tit 15 Keep Birding ",Great Tit,1
Chorlton Water Park,20,March,2016,"an abundance of Great Tit, Blue Tit, Chaffinch, Dunnock and Robin. A few Long Tailed Tit dropped in too. ",Great Tit,X
Chorlton Water Park,19,March,2016,"blue and great tits ",Great Tit,X
Chorlton Water Park,6,March,2016,"Blue tit, great tit, robin, with dunnock and wren both heard ",Great Tit,X
Chorlton Water Park,7,February,2016,"Blue tit, great tit, etc ",Great Tit,X
Chorlton Water Park,17,January,2016,"Blue tit (7) & great tit (1) the only other small passerines I saw ",Great Tit,7
Chorlton Water Park,13,January,2016," afternoon visit feeders... 10 ring-necked parakeet, 1 nuthatch, 2 chaffinch, plenty of blue & great tit. 24 gadwall, 14 tufted duck, 8 pochard, 1 goldeneye, 1 goosander, 3 great crested grebe, 1 grey heron, 2 siskin, 3 redwing. ",Great Tit,10
Chorlton Water Park,30,December,2015," afternoon visit 10 mute swan, 10 Canada geese, 96 coot, 40 gadwall, 8 tufted duck, 5 pochard, 1 goldeneye, 2 great crested grebe, 1 grey heron eating a frog, 2 cormorant, 1 pied wagtail, 6 ring-necked parakeet, great spotted woodpecker heard. at the feeders... 11 chaffinch, 1 nuthatch, 1 ring-necked parakeet, 2 coal tit, 3 goldcrest, plus blue tit, great tit, dunnock, robin, magpie & woodpigeon. ",Great Tit,10
Chorlton Water Park,25,November,2015,"Great tits ",Great Tit,X
Chorlton Water Park,22,May,2015,"2 blue and 2 great tits feeding on the reed maces ",Great Tit,2
Chorlton Water Park,27,April,2015,"I got there around 3 and on the way over to the woods I ask a birder (who we later found out was Pete Hines) if he had seen it and where it was. He said he had seen it 3 times but only brief views and that was over 20 mins ago. Halso gave us directions and off we went in search of him. At 4:30 we decided that that we were going to leave after hearing him 4 times but not seeing him. On our way out I was looking in the hedges when my Godmother said 'Joel I have just seen something pinky fly past but it is probaly a bullfinch"" I went to have a look where it had landed and was rewarded with a stunning view of a male redstart sitting 2 meters away in a hawthorn. I got some photos and deiced we would leave but on our way out he kept on following us so I got some more photos. In the end we decided we would leave once and for all but we met up with another birder (who I am really sorry have forgotten the name of). We were told him he had missed it by 2 min and decided to show him where it was at the moment seen as we were going that way. Just as we were showing him it flew into a tree and then into the path giving amazing view. All together a really nice day out. We also saw: 2 m +2 f whitethroats, 5 m + 3 f blackcaps with more heard, 17 chiffchaff, 6 willow warblers with 2 nests, 1 male reed bunting in the brambles at the bottom of grouper hill, 2 song thrushs and the usual ( long-tailed tits, great tits, etc) ",Great Tit,3
Chorlton Water Park,8,March,2015,"The usual array of blue tits, great tits, robins, blackbirds, woodpigeon, carrion crow and magpie everywhere. ",Great Tit,X
Chorlton Water Park,2,March,2015,"Song thrush and coal tit heard in song, and greenfinch calling loudly (not that I could locate any of them). Great tits in large numbers again, calling and singing loudly; also one nuthatch and around 10+ goldfinch. ",Great Tit,10
Chorlton Water Park,1,February,2015,"6 great tit ",Great Tit,6
Chorlton Water Park,25,November,2014,"Great Tit (5) ",Great Tit,5
Chorlton Water Park,10,November,2014,"in the bushes around the feeders Tim mixed in with a couple of redpoll and great tits. ",Great Tit,X
Chorlton Water Park,9,November,2014,"2 ring necked parakeet around feeders,jay,nuthatch,coal tit,great tit,blue tit,house sparrow,blackbird,linnet,redpoll,magpie,a sparrowhawk had a couple of quick raids, ",Great Tit,2
Chorlton Water Park,19,April,2014," An impressive looking leucistic Great tit on Barlow tip this evening - almost completely monochrome. ",Great Tit,X
Chorlton Water Park,14,February,2014,"Great tit all present. ",Great Tit,X
Chorlton Water Park,7,April,2013,"Great tit ",Great Tit,X
Chorlton Water Park,1,April,2013,"1 Chiffchaff (first of the year - Kenworthy), 2 Bullfinch, 3 Song Thrush, 9 Redwings, 1 Kingfisher on the river just downstream of Barlow Tip, 5 Greenfinch, 3 Goosanders, 2 Grey Wagtail, 3 Pied Wagtail, 4 Goldeneye, 2 Jays, 3 Dunnock, 2 Wren, 2 Collared Dove, 7 Long tailed Tit, 5 Blue Tit, 2 Great Tit, 4 Goldfinch, 1 Cormorant, 1 GS Woodpecker, 14 Wood Pigeon, 3 Robin, 7 Magpie, 2 Mistle Thrush, 5 Blackbird, 2 Swans (flying over), 2 Teal, 11 Mallard, 4 GC Grebe, 4 Pochard, 5 Gadwall, 15 Tufted Duck, 2 Grey Herons, 2 Moorhen, 27 Canada Goose, 11 House Sparrow, 19 Starlings, 1 Nuthatch calling from within the golf course, 26 Black-headed Gull, 2 Lesser Black backed Gulls. ",Great Tit,1
Chorlton Water Park,23,March,2013,"Carrion Crow; Blue Tit; Great Tit; Collared Dove; Robin; Jay; Blackbird; Magpie; Feral Pigeon; Nuthatch; Chaffinch; Long Tailed Tit; House Sparrow; Reed Bunting; Moorhen; Mallard; Canada Goose; Goosander; Coot; Mute Swan; Tufted Duck; Pochard; Great Crested Grebe; Black Headed Gull; Common Gull; Cormorant; Lesser Black Backed Gull; Song Thrush; Wren; Gadwall; Wood Pigeon; Goldfinch; Buzzard; Teal; Grey Heron; Grey Wagtail; Kestrel; Lesser Redpoll; Fieldfare; Starling; Mistle Thrush; Redwing; Great Spotted Woodpecker + on call Bullfinch; Greenfinch and Dunnock ",Great Tit,X
Chorlton Water Park,3,March,2013,"Great tit ",Great Tit,X
Chorlton Water Park,16,November,2012,"Great Tit ",Great Tit,X
Chorlton Water Park,28,October,2012,"mainly Great Tit round the car park - no Brambling :( ",Great Tit,X
Chorlton Water Park,27,August,2012,"Willow Tit still dropping in occasionally to garden peanut feeder but being chased off by family of Great Tits. ",Great Tit,X
Chorlton Water Park,10,March,2012,"I saw a Great Tit doing a wing-shimmer sort of display ",Great Tit,X
Chorlton Water Park,26,February,2012,"plus flocks of blue tits great tits and long tail tits ",Great Tit,X
Chorlton Water Park,30,January,2012,"plus blue tits, great tits, chaffinches, house sparrows & robins. ",Great Tit,X
Chorlton Water Park,29,January,2012,"Great Tits ",Great Tit,X
Chorlton Water Park,7,January,2012,"Great tits ",Great Tit,X
Chorlton Water Park,6,January,2012,"Blue Tits, Great Tits, ",Great Tit,X
Chorlton Water Park,14,February,2011,"Lots of Great Tits and Blue Tits on tables ",Great Tit,X
Chorlton Water Park,24,September,2010,"Mixed crew of Great Tits and LTTs ",Great Tit,X
Chorlton Water Park,27,April,2010,"Magpies, C Crow, Blackbird, Robin, Dunnock, Blue and Great Tit everywhere. ",Great Tit,X
Chorlton Water Park,6,January,2010,"Great Tit ",Great Tit,X
Chorlton Water Park,23,June,2009," gentle walk round this evening along the river then over the old tip and back to the carpark, 4 heron, 3 gc grebe 1 juvenile, song thrush, chiff chaff, 2 tufted 1m 1f, several swift, dunnock, nice view of a whitethroat, reed bunting, great tits, cormorant flew over, jay, carrion, black birds and a pair of absolute tits wading whilst drinking lager and throwing their empties at two herons to the left of where everyone feeds the canada's and mallard! ",Great Tit,4
Chorlton Water Park,18,April,2009,"great tit ",Great Tit,X
Chorlton Water Park,20,November,2008,"Great Tit ",Great Tit,X
Chorlton Water Park,17,February,2008,"Great Tit ",Great Tit,X
Chorlton Water Park,26,April,2007,"2 Blackcap, 2 Bullfinch, 2 Reed Bunting, 2 Song thrush, 2 Long tailed tits, 1 Great tit , 2 Dunnock, 1 Wren - all in Jap knotweed and Bramble from Gropper hill. ",Great Tit,2
Chorlton Water Park,24,March,2007,"7 Great Tits ",Great Tit,7
Pomona,15,June,2018,"Fledgling great tits ",Great Tit,X
Pomona,28,May,2017,"Fledgling blue and great tit ",Great Tit,X
Pomona,4,February,2017,"Great tit - 2 . ",Great Tit,2
Pomona,23,October,2016," Thursday 20th October tram trip to Pomona and walk back to Castlefield along the Bridgewater Canal. Pomona - 2x Goosander (juveniles), 7x Mistle Thrush, 10x Starling, 2x Cormorant, 11x Long Tailed Tit, Common Gull, 50x Black Headed Gull, 6x Lesser Black Backed Gull, Woodpigeon. Bridgewater Canal - 2x Blackbird, 5x Goldfinch, Great Tit, 3x Canada Goose, Pied Wagtail. Castlefield Canal Basin - 9x Mallard, 2x Canada Goose, Magpie, 7x Feral Pigeon, Grey Wagtail (heard). An enjoyable walk in the Autumn sunshine. ",Great Tit,20
Pomona,13,December,2015,"Goldfinch, greenfinch, blue tit, long-tailed tit, great tit, dunnock, wren, robin, blackbird and house sparrow (heard only). ",Great Tit,X
Pomona,26,July,2015,"Blackbird, wren, great tit, magpie, woodpigeon ",Great Tit,X
Pomona,18,January,2015,"1 great tit ",Great Tit,1
Pomona,22,April,2013,"2 Great Tit ",Great Tit,2
Pomona,21,October,2012,"2 Great Tit ",Great Tit,2
Pomona,19,October,2012,"c10 Great Tit ",Great Tit,10
Pomona,26,August,2012,"Great tit 2 ",Great Tit,2
Salford Quays,18,January,2015,"1 great tit ",Great Tit,1
Salford Quays,20,April,2014,"Great Tit = 2 ",Great Tit,2
Salford Quays,10,June,2011,"Great Tit 2 ",Great Tit,2
Castle Irwell,29,March,2015,"singing birds: Song thrush, Mistle thrush, Goldcrest, Chaffinch, Robin, Wren, Dunnocks, Great tit, Blue tit ",Great Tit,X
Drinkwater Park,29,January,2017," Seen today around River Irwell / Drinkwater Park Goldeneye - 4 Teal - 4 Tufted Duck - 2 Little Grebe - 1 Cygnet - 1 Swan - 2 Moorhen - 4 Mallard - 11 Black headed gull - 18 Coot - 12 Long-tailed tit - 6 Goldcrest - 5 Great Tit - 8 Blue tit - 2 Greenfinch - 1 Waxwing - 1 Goldfinch - 2 Songthrush - 1 Fieldfare - 2 ",Great Tit,4
Northern Cemetery,28,January,2012,"15 Great Tit ",Great Tit,15
Monmouth Park,21,November,2012,"One great tit ",Great Tit,X
Buile Hill Park,5,April,2015," x2 Great tit ",Great Tit,2
Buile Hill Park,17,November,2011,"9 Great Tit ",Great Tit,9
Agecroft Cemetery,27,December,2011,"I was really surprised not only to hear one Song Thrush singing but also to be able to count at least 4 singing loudly along the distance covered! Also Mistle Thrushes singing at Agecroft Cemetery and near The Cliff. Blackbird in sub-song. Great Tit singing too. Flock of at least 5 Bullfinch near The Cliff and c15 Redwing over the cemetery. 2 Jays. What sounded like a Kestrel ""yikkering"". Fieldfare heard only. ",Great Tit,4
Langworthy Park,31,December,2010,"2 Great Tits ",Great Tit,2
St John's Gardens,17,December,2017," 1F greenfinch, 1M house sparrow, 1 goldcrest, 1 great tit, 1F chaffinch, 2 mistle thrush, 2 robin, 2 dunnock, 2 woodpigeon, 4 blackbird, numerous blue tit and goldfinch, and some feral pigeons. ",Great Tit,1
St John's Gardens,12,December,2017," 2 mistle thrush, 1 grey wagtail, 2 dunnock, 2 robin, 1 goldcrest, 1 coal tit, 2 woodpigeon, plus a few goldfinch, blackbird, great tit and blue tit. ",Great Tit,2
St John's Gardens,18,March,2017,"great tit ",Great Tit,X
St John's Gardens,20,February,2017," 2 Great tit ",Great Tit,2
Chorlton EES,26,March,2018,"Lots of great tits ",Great Tit,X
Chorlton EES,20,December,2017,"Plus usual stuff ... Blue Tit, Great Tit, Robin etc. ",Great Tit,X
Chorlton EES,14,April,2017,"Wren, great tit and blackbird all also seen gathering nesting material. ",Great Tit,X
Chorlton EES,17,February,2017," Afternoon walk around ees, of note: 1 sparrowhawk Lots of Bullfinches Chaffinches Lots of territorial behaviour from blue and great tits Water rail heard, possibly 2 Pair of willow tit Buzzard heard 2 raven over 6 gadwall over ",Great Tit,1
Chorlton EES,29,January,2017,"Great Tit (12) ",Great Tit,12
Chorlton EES,25,January,2017,"great tit 2 ",Great Tit,2
Chorlton EES,19,October,2016,"Great Tit (8) ",Great Tit,8
Chorlton EES,19,June,2016,"Lots of blue tit (especially), great tit and wren fledglings about, too. ",Great Tit,X
Chorlton EES,15,February,2016,"Lots of blue and great tits ",Great Tit,X
Chorlton EES,10,February,2016,"Lots of blue tits, great tits, robins, Blackbirds ",Great Tit,X
Chorlton EES,7,February,2016,"Long-tailed tit, blue tit and great tit in good numbers ",Great Tit,X
Chorlton EES,31,January,2016,"Great tit, Blue tit, Long tailed tit, Chaffinch, robin, wren etc ",Great Tit,X
Chorlton EES,17,January,2016,"Long-tailed tit, dunnock, wren, great tit (many in song), etc ",Great Tit,X
Chorlton EES,10,January,2016,"Blue and Great tits ",Great Tit,X
Chorlton EES,7,January,2016,"10+ Great Tit ",Great Tit,10
Chorlton EES,7,November,2015,"1 Great Tit ",Great Tit,1
Chorlton EES,22,February,2015,"15+ great tit, mainly males, either singing or calling loudly from prominent places ",Great Tit,15
Chorlton EES,15,February,2015,"Great Tit ",Great Tit,X
Chorlton EES,1,February,2015,"plus the usual array of blackbirds, robin, great tit, blue tit, woodpigeon, carrion crow and magpie. ",Great Tit,X
Chorlton EES,21,December,2014," Lots of the usual common woodland birds to be seen (great tit in particular evidence), but apart from those a party of seven bullfinch feeding. ",Great Tit,X
Chorlton EES,1,April,2014,"Great Tit ",Great Tit,X
Chorlton EES,19,June,2013,"Great Tit ",Great Tit,X
Chorlton EES,25,October,2011,"Great tit ",Great Tit,X
Lostock Park and Old Corn Fields,23,February,2019," Today, 14:20 - 15:10 Black-headed gull 2 Blackbird 5 Blue tit 2 Buzzard 3 Carrion crow 3 Feral pigeon 37 Goldfinch 9 Great tit 4 Greenfinch 2 Herring gull 1 Kestrel 1 Lesser black-backed gull 3 Long-tailed tit 5 Magpie 12 Robin 7 Woodpigeon 13 Wren 2 Only the second time I've seen the local buzzard this year. You wait a month and three come together. ",Great Tit,14
Lostock Park and Old Corn Fields,23,January,2019," 1:55pm 2:55pm after the fog had lifted but still not clear. Black-headed Gull 1 Blackbird 19 Blue Tit 5 Buzzard 1 Carrion Crow 4 Chaffinch 3 Common Gull 4 Feral Pigeon 28 Fieldfare 4 Goldfinch 31 Great Spotted Woodpecker 1 Great Tit 3 Greenfinch 1 Kestrel 1 Long-tailed Tit 2 Magpie 25 Mistle Thrush 2 Redwing 12 Robin 5 Song Thrush 4 Starling 20 Woodpigeon 17 Wren 1 First sighting of the buzzard this year, I'd started to worry about it. Also a flock of 55 redwings on Barton Clough playing field. ",Great Tit,1
Lostock Park and Old Corn Fields,18,January,2019," Interesting variation over a few days on my local patch: Friday 18/01/2019 12:00 12:35 Black-headed Gull 4 Blackbird 9 Blue Tit 4 Carrion Crow 2 Chaffinch 1 Common Gull 18 Feral pigeon 17 Goldfinch 21 Great Spotted Woodpecker 1 Great Tit 3 Greenfinch 1 House Sparrow 2 Lesser Black-backed Gull 1 Long-tailed Tit 1 Magpie 16 Mistle Thrush 4 Robin 5 Starling 7 Woodpigeon 7 Saturday 12/01/2019 12:45 13:20 Black-headed Gull 3 Blackbird 6 Carrion Crow 1 Chaffinch 1 Collared Dove 2 Common Gull 3 Dunnock 1 Feral Pigeon 27 Fieldfare 1 Goldfinch 11 Great Tit 3 Greenfinch 1 Magpie 14 Mistle Thrush 2 Redwing 66 Robin 1 Starling 109 Woodpigeon 4 ",Great Tit,18
Lostock Park and Old Corn Fields,31,December,2018," Saturday 29th December, 1:50 2:45 Very quiet, only notable for the usual male kestrel being joined by a very vocal female: Black-headed Gull 1 Blackbird 8 Blue Tit 5 Chaffinch 1 Common Gull 2 Feral Pigeon 14 Goldfinch 4 Great Tit 3 Herring Gull 1 House Sparrow 1 Kestrel 2 Lesser Black-backed Gull 2 Long-tailed Tit 4 Magpie 9 Mistle Thrush 1 Robin 4 Woodpigeon 1 ",Great Tit,29
Lostock Park and Old Corn Fields,26,December,2018," 2:25pm 3:25pm today The park itself was fairly quiet but there was a couple of flocks of roosting finches coming to the trees by the business units. Black-headed Gull 14 Blackbird 7 Blue Tit 9 Carrion Crow 2 Chaffinch 3 Dunnock 2 Feral Pigeon 11 Goldfinch 26 Great Tit 3 Greenfinch 15 Herring Gull 1 Lesser Black-backed Gull 6 Long-tailed Tit 7 Magpie 9 Mistle Thrush 2 Robin 4 Song Thrush 3 singing males Starling 1 Woodpigeon 8 Wren 1 ",Great Tit,2
Lostock Park and Old Corn Fields,25,November,2018," A potter about, 2:00 - 3:10pm. We seem to have had a fall of mistlethrushes, though both blackbirds and redwings were relatively thin on the ground. The kestrel was mobbing the buzzard in the trees near the school. Nice surprise was a Mediterranean gull passing through with a few black-headed gulls, first time I've clearly heard the flight call. Black-headed Gull 13 Blackbird 6 Blue Tit 12 Buzzard 1 Carrion Crow 2 Chaffinch 1 Common Gull 4 Feral Pigeon 25 Goldfinch 26 Great Tit 5 Greenfinch 1 House Sparrow 7 Jay 1 Kestrel 1 Long-tailed Tit 5 Magpie 13 Mediterranean Gull 1 Mistle Thrush 9 Redwing 5 Robin 3 Song Thrush 1 Starling 2 Woodpigeon 1 Wren 3 ",Great Tit,2
Lostock Park and Old Corn Fields,5,November,2018," Definitely a Winter feel to the birding, if not the weather, today. A huge number of blackbirds, together with a couple of small flocks of redwings. Decent numbers of goldfinches but well down on this time last year. Not sure if the sparrowhawk flying in towards Barton Clough was the same as the one spooked out of the park by the resident buzzard half an hour earlier. Black-headed Gull 13 Blackbird 28 Blue Tit 17 Bullfinch 1 Buzzard 1 Carrion Crow 6 Chaffinch 4 Coal Tit 1 Cormorant 1 Dunnock 1 Feral Pigeon 10 Goldfinch 33 Great Tit 9 Greenfinch 8 House Sparrow 2 Jay 2 Long-tailed Tit 5 Magpie 16 Mistle Thrush 1 Redwing 19 Robin 8 Song Thrush 1 Sparrowhawk 1 Starling 15 Woodpigeon 14 Wren 3 ",Great Tit,13
Lostock Park and Old Corn Fields,25,October,2018," After a quiet few months where even blackbirds were thin on the ground there was an influx of thrushes today, though no redwings yet. Starting to see a pick-up of goldfinches after an uncharacteristically quiet Autumn. Black-headed Gull 1 Blackbird 23 Blue Tit 3 Carrion Crow 2 Collared Dove 1 Feral Pigeon 23 Goldfinch 25 Great Spotted Woodpecker 1 Great Tit 3 Greenfinch 1 House Sparrow 14 Kestrel 1 Lesser Black-backed Gull 2 Magpie 14 Mistle Thrush 3 Robin 9 Song Thrush 6 Woodpigeon 6 Wren 4 ",Great Tit,1
Turn Moss,15,March,2018,"Great Tit 3 ",Great Tit,3
Turn Moss,14,April,2016,"9 great tits ",Great Tit,9
Turn Moss,29,March,2013,"6 great tits ",Great Tit,6
Turn Moss,13,April,2012,"2 great tits ",Great Tit,2
Turn Moss,12,April,2012,"2 great tits ",Great Tit,2
Rye Bank Fields,16,September,2018,"Mixed flock of birds contained - c15 Great tit , 5 Blue tit,5 Chaffinch , 2 Goldcrest, 4 Long-tail tit and 1 (probable ) Willow warbler. Plus the above mentioned Spotted Flycatcher. ",Great Tit,15
Heaton Park,11,January,2014," Yesterday 150 Redwing near the tram stop entrance with a single Fieldfare and lots of Starlings 2 Buzzard north area of park lots of birds singing Great tit Mistle Thrush etc ",Great Tit,150
Heaton Park,4,January,2013,"Great Tit 4 ",Great Tit,4
Heaton Park,11,November,2011,"Great Tit 1 ",Great Tit,1
Heaton Park,30,May,2011," Had a couple of nice long walks around the park yesterday and today. Lots of young birds about including: Carrion Crows, Jackdaws, Long-tailed, Blue and Great Tits, GS Woodpeckers and Nuthatch. Unfortunately, the Canada Geese appear to have had multiple broods between them, but on the brighter side Moorhen, Coot and Mallard all have chicks and seem to be doing well. ",Great Tit,X
Heaton Park,23,January,2010,"Great Tit 25 ",Great Tit,25
Stretford EES,29,March,2013,"2 great tits ",Great Tit,2
Mersey Vale Country Park,4,March,2018," Coot, Mallard, Grey Heron, Rook, Crow, Jay, Ring-necked Parakeet, Collared Dove, Woodpigeon, Buzzard, Sparrowhawk, House Sparrow, Chiffchaff, Blackbird, Robin, Linnet, Blue Tit, Great Tit, Coal Tit, Long-tailed Tit, Herring Gull, Black-headed Gull, Canada Goose, Mistle Thrush ",Great Tit,X
Mersey Vale Country Park,22,November,2015,"wrens, blackbirds, starlings, blue tits, great tits etc. ",Great Tit,X
Mersey Vale Country Park,23,December,2010,"Great tit ",Great Tit,X
Mersey Vale Country Park,20,April,2009,"Blue and Great tits ",Great Tit,X
Burnage Rugby Football Club,21,April,2014,"Great tit - 4 ",Great Tit,4
Burnage Rugby Football Club,15,March,2014,"great tit x 4 ",Great Tit,4
Burnage Rugby Football Club,9,December,2013,"Blue/Great Tits ",Great Tit,X
Burnage Rugby Football Club,23,December,2010,"Great tit ",Great Tit,X
Longford Park,16,September,2018,"Great tit - 1. ",Great Tit,1
Longford Park,16,November,2016," Brief afternoon visit highlights: 1F Sparrowhawk, Great tits, Blue tits, Coal tits, Chaffinches, Goldfinches, 1 Grey wagtail (on waterlogged areas in disc golf area, patch tick) C.50 starlings again Redwings Mistle thrushes 1 great spotted woodpecker Plus all other usual gulls and garden birds Berries starting to seriously decrease in the area, so looking slim for a waxwing appearance. ",Great Tit,1
Longford Park,7,November,2016,"Great tits ",Great Tit,X
Longford Park,4,November,2016,"blue tits & great tits ",Great Tit,X
Longford Park,4,November,2016," This morning: Redwing Mistle thrush Goldcrest Ring necked parakeet (patch first, wonder how long before they are in my garden!?) Blackbird Large numbers of Goldfinch Long tailed tit Blue tit Great tit Black headed gull Herring gull Sparrowhawk (over the rough grassland area next to the park) House sparrow Starling Dunnock Robin Wood pigeon Magpie Plenty to see everywhere I looked ",Great Tit,X
Longford Park,19,October,2016,"Great Tit (5) Mistle Thrush (2) ",Great Tit,5
Longford Park,28,September,2016,"Great tit ",Great Tit,X
Longford Park,16,July,2016,"Great Tit ",Great Tit,X
Longford Park,26,November,2015,"Great Tit ",Great Tit,X
Longford Park,14,November,2015,"Great tit ",Great Tit,X
Longford Park,4,May,2015,"2 Great Tit ",Great Tit,2
Longford Park,20,November,2014,"Great Tit (5) ",Great Tit,5
Longford Park,1,November,2013,"couple of tit flocks best one being with 15+ long tailed tits, blue tits, great tits, 1 chiffchaff & 1 goldcrest. ",Great Tit,15
Longford Park,1,June,2012,"Great Tit 1 adult 3 fledgings ",Great Tit,1
Longford Park,1,February,2012,"Great Tit ",Great Tit,X
Chorlton Park,24,May,2017," Fledgling house sparrow, mistle thrush and magpie in the park this evening, and a family party of great tit. Also about: ",Great Tit,X
Chorlton Park,29,November,2015,"Blue tit, great tit and long-tailed tit all in good numbers ",Great Tit,X
Chorlton Park,7,February,2015,"3 great tit ",Great Tit,3
Chorlton Park,24,January,2015,"3 great tit ",Great Tit,3
Chorlton Park,22,December,2014,"Loads of the usuals, too; blue tits and great tits seem to fly at you from all angles in parts of this park; it's great. ",Great Tit,X
Stretford Meadows,25,October,2018,"Great tit - 2. ",Great Tit,2
Stretford Meadows,23,August,2016,"Great tit 4. ",Great Tit,4
Stretford Meadows,15,August,2015," From 11- 2 pm. . Between the wooded boundary of the tip and St. Matthews primary school in a clearing containing elder, hawthorn, willow and lots of rosebay willow herb and a bit of bramble: a mixed flock consisting of . . . Longtail tit x c20. Chiffchaff x 2 . . Bullfinch x 1 m. Great tit x 4 . Blackcap x 2 . . And a bird glimpsed in a small dead hawthorn which might have been a garden warbler but not sure. . . I waited about 30mins and all the birds (as above) returned . But the one in the hawthorn was a Spotted Flycatcher ! ! and this time I had my scope on the tree just in case, and nearly got it phone- scoped . Elsewhere on the tip there was only :- Common Buzzard x 1 . Jay x 2 . Grey partridge x4 . . . Chiffchaff x 2 heard on the perimiter . Also c 50 Goldfinch feeding on thistle seeds . ",Great Tit,11
Stretford Meadows,28,March,2013,"4 great tit ",Great Tit,4
Stretford Meadows,20,February,2012,"Great Tit 5 ",Great Tit,5
Stretford Meadows,29,May,2010,"2 great tit ",Great Tit,2
Stretford Meadows,15,May,2010,"great tit ",Great Tit,X
Fog Lane Park,26,February,2017," 10 Redwings Good numbers of Long-tailed, blue and Great Tits No sign of Mandarin ",Great Tit,10
Fog Lane Park,30,January,2012,"magpies, crows, blue & great tits. ",Great Tit,X
Fog Lane Park,19,February,2011,"A few Goldfinch, Blue and Great Tits ",Great Tit,X
Fog Lane Park,30,January,2011,"Chaffinch, Greenfinch, Goldfinch, Blue tit, Great Tit, Blackbird and Carrion Crows also present throughout the park. ",Great Tit,X
Fog Lane Park,13,February,2010,"Great Tit ",Great Tit,X
Hough End Leisure Centre,8,April,2016,"- Great Tit 1 ",Great Tit,1
Heaton Mersey Common,21,April,2015,"lots of great tits ",Great Tit,X
Heaton Mersey Common,14,May,2014," Finally saw a lone parakeet on the Common this morning. First one I've seen here. No sign of the woodpeckers though. Other than that lots of sparrows, great tits and goldfinch. I also think woodpigeons are taking over the world. ",Great Tit,X
Platt Fields Park,22,September,2016," 1 great tit ",Great Tit,1
